date,City,State,Dead,Injured,Total,Description
"May 18, 2021",Hemet,California,1,4,5,A pregnant bystander was shot and killed when a fight led to gunfire on a public street and four others were wounded.
"May 17, 2021",Portland ,Oregon,0,4,4,Four people were shot on Swan Island in an incident that is described by law enforcement as gang-related.
"May 16, 2021",Cincinnati ,Ohio,1,3,4,Responding officers to a fight and shooting call found a man dead and three others wounded at a nightclub.
"May 16, 2021",Atlanta ,Georgia,0,4,4,Four people were wounded leaving the Trap Music Museum in an early morning drive-by shooting.
"May 16, 2021",East Lansing,Michigan,0,5,5,Five people were shot at a party at an apartment complex.
"May 16, 2021",Columbus ,Georgia,0,4,4,Four people were wounded in an early morning shooting at a Waffle House.
"May 16, 2021",Birmingham ,Alabama,1,4,5,A suspect in a double homicide opened fire on a SWAT team attempting to carry out a search warrant. The suspect was killed and four officers wounded.
"May 16, 2021",Stone Mountain,Georgia,1,5,6,A man was killed and five injured in a drive-by shooting while standing outside a gas station.
"May 15, 2021",New York City ,New York,1,4,5,One person was killed and four other were injured in shooting in The South Bronx.
"May 15, 2021","Washington, D.C. ","Washington, D.C.",1,3,4,A man died and two women and another man were wounded in an afternoon shooting.
"May 15, 2021",Chicago ,Illinois,2,3,5,Two people were killed and three wounded at an early morning gathering in the Auburn Gresham neighborhood.
"May 14, 2021",Philadelphia ,Pennsylvania,0,4,4,Three men and a woman were wounded in an evening shooting in West Philadelphia.
"May 13, 2021","Washington, D.C. ","Washington, D.C.",0,4,4,"Four men found in two separate locations were wounded after a man left a vehicle and opened fire in Southeast Washington, DC."
"May 13, 2021",Augusta ,Georgia,2,2,4,Two women died and two others were injured in an apartment shooting.
"May 13, 2021",Providence ,Rhode Island,0,9,9,"Nine people were shot in Washington Park. According to police, the shooting is the largest in terms of injured in Providence's history."
"May 12, 2021",Buford,Georgia,1,3,4,One person died and three were injured after a shooting at an apartment complex.
"May 11, 2021",Baltimore ,Maryland,0,4,4,Four people were injured in a shooting at a housing complex in West Baltimore.
"May 10, 2021",Montgomery ,Alabama,0,7,7,Seven people were injured in a shooting at a package store.
"May 9, 2021",Colorado Springs ,Colorado,7,0,7,2021 Colorado Springs shooting: Six people were killed when a man opened fire at a birthday party in a trailer park. The shooter 
"May 9, 2021",Phoenix ,Arizona,1,7,8,Shortly after midnight a fight broke out at Hyatt Regency Phoenix in Downtown Phoenix with a man was killed and seven others wounded.
"May 8, 2021",Citrus Heights,California,0,4,4,Four people were wounded in the parking lot of a night club during the early morning. Responding officers had to break up multiple fights upon arriving.
"May 8, 2021",Oakland ,California,0,4,4,Four people were wounded in the early morning while standing outside for a gathering near Lake Merritt.
"May 8, 2021",Detroit ,Michigan,0,4,4,Shortly after midnight four people were wounded in an alley in the city's Westside.
"May 8, 2021",Gwynn Oak,Maryland,4,1,5,A man killed three people and injured a fourth near a townhouse before setting it on fire. Responding officers shot and killed him.
"May 7, 2021",Kinloch,Missouri,2,3,5,A fight broke out at a large outdoor party resulting in two men being killed and three others wounded.
"May 6, 2021",Paterson ,New Jersey,0,5,5,Five people were wounded in a drive-by shooting during the evening. Thirty minutes prior another two had been injured in a separate drive-by shooting.
"May 5, 2021",Chicago ,Illinois,0,4,4,Four people were shot while sitting on a porch in the South Shore neighborhood.
"May 3, 2021",Saginaw ,Michigan,1,4,5,A man died and four others were wounded after a shooting at a house party.
"May 2, 2021",Columbus ,Ohio,0,4,4,Three men and one woman were injured in an afternoon shooting after a man entered a restaurant and opened fire.
"May 2, 2021",Philadelphia ,Pennsylvania,1,3,4,One person died and three others were injured after a shooting in Frankford.
"May 2, 2021",Baltimore ,Maryland,1,3,4,"One person was killed, and three others injured at Carroll Park."
"May 2, 2021",Chicago ,Illinois,0,5,5,Two men and three women were wounded after a drive-by shooting on the West Side.
"May 2, 2021",Saint Paul ,Minnesota,0,4,4,A shooting at a house party left four people injured.
"May 1, 2021",Clewiston,Florida,1,3,4,A shooting left one person dead and three injured at the Brown Sugar Festival.
"May 1, 2021",Holyoke,Massachusetts,0,5,5,Five people were shot outside the Clubhouse Lounge.
"May 1, 2021",Ashwaubenon,Wisconsin,3,1,4,"At a casino on Oneida land, a man shot and killed 2 people, and seriously wounded another, before being shot dead by responding police officers."
"May 1, 2021",New Rochelle,New York,1,4,5,A shooting left at least one dead and four more injured at an outdoor gathering.
"May 1, 2021",New Orleans ,Louisiana,2,4,6,Two people were killed and four more were injured in a shooting.
"May 1, 2021",Atlanta ,Georgia,1,3,4,A teenage girl and three others were wounded in a shooting.
"May 1, 2021",Wilmington ,Delaware,0,4,4,Two men and two women were shot and injured.
"April 29, 2021",Atlanta ,Georgia,1,4,5,One person died and four other people were injured after a shooting at a southwest Atlanta home in a drive-by shooting.
"April 28, 2021",Miami ,Florida,0,5,5,Five people were injured during a shooting at a Miami home.
"April 28, 2021",Boone,North Carolina,5,0,5,Two deputies were killed and three other people including a suspected gunman were found dead after a standoff.
"April 27, 2021",Fairfield,Alabama,1,4,5,A shooting left at least one person dead and four more injured.
"April 27, 2021",Richmond ,Virginia,2,3,5,A three-month-old and her mother were killed after being caught in the crossfire between two groups. Three others are recovering after being shot.
"April 26, 2021",Gresham ,Oregon,0,7,7,Seven people were shot during a vigil for a shooting victim.
"April 25, 2021",Houma ,Louisiana,0,5,5,A shooting at a Houma nightclub left five people injured.
"April 25, 2021",Phenix City,Alabama,0,4,4,An overnight shooting left four people injured at an outdoor party.
"April 25, 2021",Little Rock,Arkansas,1,3,4,A drive-by shooting left one person dead and three others injured at Cheatham Park.
"April 25, 2021",Kansas City ,Missouri,1,3,4,A man is dead and three more are injured after a quadruple shooting in the city's historic jazz district.
"April 25, 2021",Palestine,Texas,0,4,4,A shooting that occurred at a local night club left four people injured.
"April 24, 2021",New Orleans ,Louisiana,0,5,5,Five people were wounded in a shooting on Bourbon Street.
"April 22, 2021",San Diego ,California,1,4,5,A man was arrested after two overnight shootings in downtown San Diego left one person dead and four others injured.
"April 19, 2021",Saint Croix ,United States Virgin Islands,2,2,4,"Four people were shot, two fatally, at a housing complex."
"April 19, 2021",Houston ,Texas,2,3,5,"Five people were shot, two fatally, in Independence Heights."
"April 19, 2021",Atlanta ,Georgia,0,5,5,"Five people were wounded, one critically, at an apartment complex in southwest Atlanta."
"April 18, 2021",Montgomery ,Alabama,1,4,5,"A shooting over the weekend left four people injured, including juveniles, and one woman dead."
"April 18, 2021",Shreveport ,Louisiana,0,5,5,Five victims have shown up at a Shreveport hospital in connection with a shooting on Hearne Avenue.
"April 18, 2021",Detroit ,Michigan,1,5,6,"Police were investigating a shooting that wounded five, as well as a fatal car crash nearby, when a man drove through the crime scene and later fired at officers. Officers then fired back, killing the man. It is not known if this man was connected to the earlier shooting."
"April 18, 2021",Kenosha ,Wisconsin,3,2,5,Three people were killed and two injured after a shooting at a tavern.
"April 17, 2021",LaPlace,Louisiana,0,9,9,Nine people were shot and injured during a 12-year old's birthday party.
"April 17, 2021",Columbus ,Ohio,1,5,6,A woman was killed and five were wounded after a shooting at a vigil for a homicide victim.
"April 16, 2021",Detroit ,Michigan,0,4,4,Four people were shot at a vigil on the East Side.
"April 15, 2021",Indianapolis ,Indiana,9,7,16,"Indianapolis FedEx shooting: A shooting occurred outside a FedEx facility near Indianapolis International Airport. Nine people were reported dead, including the shooter, who committed suicide. The shooter has been identified as 19-year old Brandon Scott Hole, a former employee of the FedEx facility."
"April 15, 2021","Washington, D.C. ","Washington, D.C.",0,4,4,Three men and a teenage girl were wounded in Northeast DC.
"April 15, 2021",Pensacola,Florida,0,5,5,Five people were shot outside an apartment complex. Police say there were four shooters.
"April 15, 2021",Chicago ,Illinois,0,4,4,Four people were wounded in Humboldt Park.
"April 13, 2021",Baltimore ,Maryland,0,4,4,Four men were shot by at least two people while playing a dice game in East Baltimore.
"April 12, 2021",Chicago ,Illinois,1,3,4,"Four people were shot, one fatally, on the I-290. In addition, a fifth person was hit by a car."
"April 12, 2021",Nashville ,Tennessee,1,3,4,A three-year-old girl was shot and killed; a two-year-old girl and two adult males were shot and injured in the Cumberland View apartments of the North Nashville neighborhood.
"April 12, 2021",Carroll County,Georgia,1,3,4,"During a vehicle pursuit, three police officers were shot and one of the occupants of the suspect vehicle was killed by police."
"April 11, 2021",Wichita ,Kansas,1,3,4,One man was killed and three others wounded at an Airbnb.
"April 11, 2021",Seattle ,Washington,0,5,5,Five people were shot in a parking lot.
"April 10, 2021",Koshkonong,Missouri,1,3,4,"A man shot several people at a convenience store. Police say the man knew one of the victims, but the motive is unclear."
"April 10, 2021",Memphis ,Tennessee,1,4,5,Five people were shot at an auto repair shop.
"April 10, 2021",Waterbury,Connecticut,0,4,4,Four people were wounded in a shooting.
"April 10, 2021",Allendale,Michigan,0,4,4,"A shooting at an Allendale apartment complex near Grand Valley State University injured four people, leaving one critically injured."
"April 9, 2021",Fort Worth ,Texas,1,5,6,"Six people were shot, one fatally, during a shootout between two vehicles. Police say the shooting may have been gang related. One of the wounded was in a non-related vehicle, and another was in his home."
"April 8, 2021",Bryan,Texas,1,5,6,"A shooting at a cabinet manufacturing store left one person dead, four in critical condition, and one in stable condition. One of the injured is a Texas State Trooper."
"April 7, 2021",Milwaukee ,Wisconsin,2,2,4,"Four people were shot at a Northside gas station, two of them fatally."
"April 7, 2021",Rock Hill ,South Carolina,7,0,7,"2021 Rock Hill shooting: Six people, including two children, were killed in a mass shooting at a Rock Hill home. The perpetrator, a former professional NFL player was found dead by suicide in a nearby home."
"April 6, 2021",Detroit ,Michigan,1,3,4,Four people were shot in the Cornerstone Village neighborhood.
"April 6, 2021",New York City ,New York,4,0,4,"A man killed the mother of his child and two of her daughters, then later killed himself at the New York City Housing Authority's Van Dyke Houses Brownsville neighborhood of Brooklyn."
"April 5, 2021",Chicago ,Illinois,0,7,7,Seven people were injured in a shooting in West Englewood.
"April 5, 2021",Baltimore ,Maryland,0,5,5,Five men were injured in a shooting.
"April 5, 2021",Allen,Texas,6,0,6,Two brothers are suspected to have made a suicide pact before they shot and killed four family members and then fatally shot themselves in a suburban home.
"April 4, 2021",Monroe ,Louisiana,0,6,6,Two men were arrested for a shooting at a bar that wounded six people.
"April 4, 2021",Birmingham ,Alabama,1,6,7,"A woman was killed at a park, and six others, including a 5-year-old boy, were wounded."
"April 4, 2021",Beaumont,Texas,0,4,4,Four people were wounded in a drive-by shooting.
"April 3, 2021",Tuscaloosa,Alabama,0,5,5,Two people were arrested after a shooting injured five people.
"April 3, 2021",Quincy,Florida,0,7,7,Seven were wounded after a nightclub shooting.
"April 3, 2021",Wilmington,North Carolina,3,4,7,"Seven people were shot, three fatally, during a house party."
"March 31, 2021",Orange,California,4,2,6,"2021 Orange, California office shooting: Six people were shot. Four people, including a child, were killed and two hospitalized."
"March 31, 2021","Washington, D.C. ","Washington, D.C.",2,3,5,Five people were shot in the Congress Heights neighborhood. Two of the victims were killed and three others were injured.
"March 30, 2021",Houston ,Texas,0,4,4,Several people were wounded in the Acres Homes area in separate shootings. Houston Police believe the shootings may be connected.
"March 28, 2021",Essex,Maryland,5,1,6,A man killed his parents and two others before setting himself on fire. A fifth person was wounded by gunfire but survived.
"March 28, 2021",Chicago ,Illinois,0,4,4,Four people were struck by gunfire on a vehicle on Interstate 57.
"March 28, 2021",San Antonio ,Texas,0,4,4,"Four people were injured, two critically, after a shooting at an apartment complex."
"March 28, 2021",Cleveland ,Ohio,0,7,7,Seven people were injured after a shootout at a motorcycle club.
"March 27, 2021",River Grove ,Illinois,1,3,4,"Four people were shot, one fatally, on a party bus."
"March 27, 2021",Chicago ,Illinois,0,4,4,Four people were wounded after a shooting in the Austin neighborhood.
"March 27, 2021",Yazoo City,Mississippi,0,6,6,Several people were injured after a shooting at a nightclub.
"March 27, 2021",Memphis ,Tennessee,3,2,5,"In an early morning shooting in Northern Memphis, three people were killed and two people were injured. Of the injured, a man is in critical condition and a woman is in stable condition."
"March 26, 2021",Philadelphia ,Pennsylvania,0,7,7,"Seven people were shot outside a sports bar in Fishtown. Three of the victims are in critical condition, and four are in stable condition."
"March 26, 2021",Virginia Beach,Virginia,2,8,8,"Eight people were injured after a fight led to a shooting. Two other shootings, one of which was officer-involved, also occurred that night, though it is unknown if they were related to the original shooting."
"March 26, 2021",Chicago ,Illinois,1,7,8,One person died and seven others were injured at a party in the Southwest Side of Chicago.
"March 23, 2021",Atlanta ,Georgia,0,4,4,"Four people including a child were injured at the entrance of the Cumberland Mall, although the mall was not evacuated. A similar shooting took place in December 2019."
"March 23, 2021",Aliceville ,Alabama,2,2,4,"Four people, including two high school students, were shot. One of the high school students later died."
"March 22, 2021",Detroit ,Michigan,1,3,4,"Four people were shot in a vehicle, one fatally."
"March 22, 2021",Cleveland ,Ohio,2,2,4,"Four people were shot at a restaurant, two fatally."
"March 22, 2021",Boulder,Colorado,10,2,12,"2021 Boulder shooting: Ten people were killed including a Boulder police officer, in a shooting at a grocery store. The shooter was shot in the leg by responding police."
"March 20, 2021",Houston ,Texas,0,5,5,Five people were shot at a nightclub.
"March 20, 2021",Dallas ,Texas,1,7,8,One person died and seven others were wounded after a shooting at a nightclub.
"March 20, 2021",Philadelphia ,Pennsylvania,1,4,5,"Five people were shot, one fatally, at a party in the Nicetown neighborhood."
"March 18, 2021",Gresham ,Oregon,0,4,4,Four people were hospitalized after a shooting at a motel.
"March 18, 2021",New Orleans ,Louisiana,0,4,4,Four people were shot in the 7th Ward.
"March 17, 2021",Stockton,California,0,5,5,Five people were wounded after a drive-by shooting at a vigil. Police say the victims are uncooperative.
"March 16, 2021",Phoenix ,Arizona,4,1,5,Four people died after a shooting at a home. One man was injured and is expected to survive.
"March 16, 2021",Atlanta ,Georgia,8,1,9,"2021 Atlanta spa shootings: A series of mass shootings occurred at massage parlors. Eight people were killed in the incidents and one person was wounded, six victims were women of Asian descent. The suspect was arrested in Crisp County and told police he planned to continue his massacre in Florida."
"March 15, 2021",Indianapolis ,Indiana,1,4,5,One person died and four were injured after an overnight shooting in the Northside.
"March 14, 2021",Tampa ,Florida,0,4,4,Four people were shot outside a banquet hall.
"March 14, 2021",Chicago ,Illinois,0,4,4,Four people were injured during a robbery in the South Side.
"March 14, 2021",Chicago ,Illinois,2,13,15,Two people were killed and 13 injured at an early morning party in South Side.
"March 13, 2021",New York City ,New York,0,5,5,"Five people were shot at a hookah parlor in Williamsburg, Brooklyn."
"March 13, 2021",Richmond ,Virginia,2,4,6,Two people were killed and four injured at a parking lot.
"March 13, 2021",Indianapolis ,Indiana,4,1,5,"Police found a woman who had been shot and learned there may be other victims at a different home. Police arrived at the home and found four dead, including a child."
"March 13, 2021",Orlando ,Florida,1,3,4,One person was killed and three injured at an early morning party.
"March 12, 2021",Greensboro ,North Carolina,0,4,4,"Four people, including a minor, were injured in a shooting."
"March 11, 2021",Chamita,New Mexico,1,3,4,"Following an argument, a man shot at a car of people, killing one and wounding three."
"March 11, 2021",Columbia ,South Carolina,1,4,5,One person was killed and four injured outside a motorcycle business.
"March 11, 2021",Philadelphia ,Pennsylvania,2,2,4,"Four people were shot in Overbrook, two fatally. One of the deceased was 16-years-old."
"March 10, 2021",Philadelphia ,Pennsylvania,0,4,4,Four people were shot in Kensington.
"March 10, 2021",Houston ,Texas,3,1,4,Three people were killed and one was injured in Southwest Houston. Two of the victims were 18-years-old.
"March 8, 2021",Clearwater,Florida,1,3,4,One man died and three people were injured in a shooting. Police believe the shooting was targeted.
"March 7, 2021",Edwards,Mississippi,0,4,4,"Three adults and a two-year-old child were injured at a child's birthday party, in a local apartment building. The shooter was arrested the next day."
"March 6, 2021",Yuba City,California,2,3,5,Two were killed and three injured after a drive-by shooting at a backyard gathering.
"March 6, 2021",Fayetteville ,North Carolina,1,4,5,One man was killed and four people were injured in an early-morning shooting.
"March 5, 2021",Compton,California,1,4,5,A shooting at a restaurant killed a man from Pennsylvania and injured four others. Police say the shooting was gang-related.
"March 4, 2021","Washington, D.C. ","Washington, D.C.",0,5,5,Several people were injured in a shooting at a convenience store in the Southwest section of the district.
"March 3, 2021",Erie,Pennsylvania,1,3,4,One person died and three were injured after a shooting at a tavern.
"February 28, 2021",Houston ,Texas,0,4,4,Four people were injured at a parking lot in Northwest Houston. Police say the incident was a case of road rage.
"February 28, 2021",Cincinnati ,Ohio,4,2,6,"A man shot and killed his wife and two others, wounding a fourth. He was later shot and injured by police in Detroit and was taken to a nearby hospital and died days later."
"February 28, 2021",East Chicago,Indiana,0,4,4,Four people were shot at a gas station. One of the wounded was a 7-year-old girl.
"February 28, 2021",McCormick,South Carolina,0,4,4,Four people were shot at an apartment complex. The shooting occurred at one of the wounded's apartments.
"February 28, 2021",Shreveport ,Louisiana,0,5,5,"Five people were wounded in a drive-by shooting. Four were outside, and one was in a store."
"February 28, 2021",Dover ,Delaware,0,4,4,Four people were wounded in an IHOP parking lot during the early morning.
"February 28, 2021",Frederiksted,United States Virgin Islands,2,2,4,"Four people were shot, two fatally, at a vegetable market. One of the wounded was involved in a crash on her way to the hospital."
"February 27, 2021",Columbus,Mississippi,0,4,4,Four people were injured after a shooting in South Columbus.
"February 27, 2021",Pattison,Mississippi,2,3,5,"A conflict between two men led to a shooting at a birthday party, killing two and injuring three."
"February 27, 2021",Saint Croix ,United States Virgin Islands,1,5,6,"Six people were shot, one fatally, after a dispute at a club."
"February 26, 2021",San Diego ,California,1,3,4,"Four were shot, one fatally, after a drive-by shooting outside a market."
"February 26, 2021",Houston ,Texas,1,5,6,"Six men were injured at a local car wash, with one man found by police and five others identified at a local hospital."
"February 26, 2021",Baton Rouge ,Louisiana,0,4,4,Four people were shot and injured on Paige Street.
"February 21, 2021",Teachey,North Carolina,0,4,4,Four people were wounded after a shooting at a mobile home park.
"February 21, 2021",Kennett,Missouri,1,4,5,One man died and four people were injured after an overnight shooting at a club.
"February 20, 2021",East Norriton,Pennsylvania,1,3,4,One man died and three people were injured after a shooting at a bowling alley.
"February 20, 2021",Springfield,Illinois,1,4,5,One man died and four people were injured after an overnight shooting in Springfield.
"February 20, 2021",Metairie,Louisiana,3,2,5,"A man shot and killed two people at a gun store. Several people then engaged the original shooter both inside and outside the store, causing injuries to two more people. It is still unclear whether the original shooter was shot dead by engaging responders or committed suicide."
"February 19, 2021",Grand Junction,Colorado,1,3,4,"Four people were shot, one fatally, at a party. Most of the people at the party were of college-age."
"February 18, 2021",Baton Rouge ,Louisiana,1,3,4,A man was killed and three others injured inside a barbershop.
"February 17, 2021",Philadelphia ,Pennsylvania,0,8,8,"A shooter injured eight people, including a seventeen-year-old, near the Olney Transportation Center."
"February 16, 2021",St. Petersburg ,Florida,3,1,4,"A man suspected in a homicide shot several family members at a house where his grandmother and great-grandmother lived, killing them and his uncle. A woman with gunshot wounds was able to escape to a neighbor's house for help."
"February 13, 2021",San Francisco ,California,0,6,6,A shooting in Bayview injured six people.
"February 13, 2021",Indianapolis ,Indiana,0,4,4,One adult and three juveniles were discovered wounded by gunfire in a vehicle stopped at an intersection.
"February 13, 2021",Cary,North Carolina,1,3,4,One person died and three others were wounded in an early morning shooting.
"February 13, 2021",Oakland ,California,0,6,6,Six wounded men were found after a Shot Spotter alert in the Old Oakland Historic District. The victims are uncooperative with officers.
"February 11, 2021",Columbus ,Georgia,1,4,5,"Five people were shot, one fatally in an evening shooting near the Signature Event Center."
"February 10, 2021",Atlanta ,Georgia,0,4,4,Four people were injured during a shootout between two vehicles. Two of the injured were minors.
"February 9, 2021",Houston ,Texas,0,4,4,Four men were shot and injured in a drive-by shooting at Acres Homes.
"February 9, 2021",Buffalo,Minnesota,1,4,5,"Buffalo, Minnesota clinic attack: A nurse was killed and four other people were shot and seriously wounded inside of a health care clinic. The perpetrator had made previous threats to commit a mass shooting at the clinic."
"February 8, 2021",Mobile ,Alabama,0,4,4,Three adults and a juvenile were shot and injured in an evening shooting.
"February 6, 2021",Thibodaux,Louisiana,0,4,4,Three teens and one adult were shot at a house party.
"February 6, 2021",Tacoma ,Washington,1,3,4,A shooting at an illegal club killed one and injured three.
"February 6, 2021",Murfreesboro,Tennessee,1,4,5,One man was killed in a shooting at a party while two others were hospitalized. Another two were grazed by bullets but refused treatment.
"February 6, 2021",Bloomingdale,Illinois,1,5,6,A shooting at a hotel killed one man and wounded five others.
"February 5, 2021",Bolivar,Mississippi,3,1,4,A shooting at a club left three people dead and one injured.
"February 5, 2021",Martinsville,Virginia,2,2,4,"Two were killed in a shooting at a restaurant, while two others were injured. One of the shooters engaged in a gunfight with the police."
"February 5, 2021",Mohnton,Pennsylvania,1,3,4,"Four men were shot at a hookah lounge, one fatally."
"February 4, 2021",High Point,North Carolina,2,3,5,"During a hostage situation, a man killed a woman and shot three officers. The man was later killed by police."
"February 3, 2021",Colorado Springs ,Colorado,3,1,4,"A shooter attacked four people at an apartment complex near Fort Carson, killing three."
"February 3, 2021",Oak Creek,Colorado,2,3,5,"Police discovered a wounded man, who told them he had been shot by another man. The shooter was discovered shortly afterward in a home where he killed one and injured two before being killed by a resident of the home."
"February 3, 2021",Memphis ,Tennessee,1,3,4,One person died in North Memphis and three others were injured in a shooting.
"February 2, 2021",Muskogee,Oklahoma,6,1,7,"2021 Muskogee shooting: Five children and one adult were shot and killed, and one other adult suffered life-threatening injuries, after a home shooting. The slain adult was the adult brother of the perpetrator."
"February 2, 2021",Sunrise,Florida,3,3,6,"2021 Sunrise, Florida shootout: Two FBI agents were shot and killed and three others wounded attempting to serve a warrant. The suspect barricaded himself in his home and opened fire before shooting and killing himself."
"February 1, 2021",Rochester ,New York,1,3,4,A man was killed and a woman and two men injured in the early morning.
"January 30, 2021",Albany ,New York,1,4,5,"A woman was shot and killed, and four other people were injured after a shooting."
"January 29, 2021",McKees Rocks,Pennsylvania,2,3,5,Two people were killed and three others injured after a shooting outside a club.
"January 28, 2021",Flint ,Michigan,1,4,5,"A woman was killed and four others, including a baby boy, were injured in a drive-by shooting."
"January 27, 2021",Santa Ana,California,0,4,4,Four men were wounded in the early morning at an illegal gambling den.
"January 25, 2021","Washington, D.C. ","Washington, D.C.",1,4,5,A shooting at a market killed a Virginia Union University student and wounded four others in the Southeast section of the nation's capital.
"January 24, 2021",Las Vegas ,Nevada,0,5,5,"Five people were hospitalized in a shooting, two in critical condition."
"January 24, 2021",Indianapolis ,Indiana,6,1,7,Six people including a pregnant woman were killed and a teen was injured in a shooting at a house on the northeast side of Indianapolis. The teen suspect 
"January 22, 2021",Covington,Kentucky,0,5,5,Five people were injured in a shooting at a bar. A suspect was arrested.
"January 21, 2021",Oakland ,California,1,3,4,"One person died during a shoot-out in East Oakland, while three others were injured. The man who died was hit by a stray bullet."
"January 20, 2021",Crowley,Louisiana,0,4,4,Four people were injured in a shooting just outside Crowley city limits.
"January 18, 2021",Tobyhanna,Pennsylvania,0,4,4,Four people were wounded in a string of connected shootings at three different locations.
"January 17, 2021",Phoenix ,Arizona,0,5,5,Five men were injured during a shooting near a strip mall. Police think there may have been a shootout.
"January 17, 2021",Phoenix ,Arizona,1,6,7,A shooting at a nightclub killed one and injured six.
"January 16, 2021",Kankakee,Illinois,0,5,5,Four men and a woman were injured in an early morning shooting after an attendee at a house party opened fire.
"January 16, 2021",San Francisco ,California,0,5,5,Five people were wounded after a shooting in the Tenderloin district.
"January 15, 2021",Philadelphia ,Pennsylvania,0,4,4,Four teenagers were injured in a shooting in the Logan neighborhood of North Philadelphia.
"January 11, 2021",Miami ,Florida,0,4,4,Four teenagers were shot outside an apartment complex in Brownsville in the third mass shooting in Metropolitan Miami in eight days.
"January 9, 2021",Houston ,Texas,1,3,4,"A shooting at a nightclub left one person, a teenager, dead, and three others injured."
"January 9, 2021",Chicago ,Illinois,6,2,8,A shooting that started in Chicago ended in Evanston left five people dead and two injured before the shooter was shot and killed by police.
"January 7, 2021","Washington, D.C. ","Washington, D.C.",0,5,5,Three men and two boys were wounded in an evening shooting in Columbia Heights.
"January 6, 2021",Manassas,Virginia,1,3,4,A man opened fire on his family killing one man and injuring two women and a teenage boy before fleeing. He was discovered later by officers after dying in a car accident.
"January 6, 2021",Livingston,Texas,1,3,4,"Three men attempted to break into a home, and engaged in a gunfight with an occupant. The occupant was killed and two adults and a three-year-old girl were injured."
"January 5, 2021",Tampa ,Florida,0,5,5,A shootout injured five people near a convenience store in the Palm River-Clair Mel area.
"January 4, 2021",Lauderhill,Florida,0,7,7,Seven people were injured in a shooting.
"January 4, 2021",New Orleans ,Louisiana,0,4,4,"Three men and a fifteen-year-old boy were involved in a shoot-out in the 7th ward, and subsequently wounded by gunfire."
"January 3, 2021",Miami ,Florida,0,4,4,Four people were wounded outside a nightclub in the evening.
"January 3, 2021",Miami ,Florida,0,8,8,"Six adults and two teenagers were wounded at a basketball court in Little River Park in Northwest Miami-Dade, when two people walked up and opened fire."
"January 3, 2021",Gresham ,Oregon,0,4,4,Four people were wounded at a private party.
"January 3, 2021",Houston ,Texas,1,4,5,"A fight broke out, outside a Midtown Houston nightclub and a man opened fire. Three officers working a second job as security were wounded, along with the shooter, and a woman, who was the mother of the shooter, was killed."
"January 3, 2021",Santa Barbara,California,2,2,4,Two people were killed and two injured after another approached the group on foot and opened fire in the city's lower Eastside.
"January 3, 2021",Shreveport ,Louisiana,2,3,5,Two groups of men opened fire at one another in the early morning. Two were killed and three wounded in the shooting.
"January 1, 2021",Galesburg,Illinois,0,4,4,Four people were wounded in an early morning shooting while at home. Police believe the shooting was targeted.
"January 1, 2021",Sioux City ,Iowa,1,4,5,"A woman was killed and four others injured after a shooting occurred at a house party. Multiple guns fired into the house, and attendees fled and drove themselves to different hospitals."
"January 1, 2021",Amarillo ,Texas,1,3,4,A man was killed and three others injured in an early morning shooting at a shopping center.
"January 1, 2021",Fort Smith,Arkansas,0,7,7,Seven people were wounded in an early morning shooting at an event center hosting a New Year's party after two men in a disagreement shot at each other.
